name,location,rating,description
Frank Porter - Miska 4,"وسط مدينة دبي, دبي
– اعرض على الخارطة",,يتميز Frank Porter - Miska 4 بموقع ملائم في وسط مدينة دبي على بعد 1.4 كم من نافورة دبي وعلى بعد 1.6 كم من أكواريوم دبي وحديقة الحيوانات تحت الماء ويتميز بمسبح خارجي، يقع مكان الإقامة على بعد 1.6 كم من...
Driven Holiday Homes - City Walk 22,"الوصل‎, دبي
– اعرض على الخارطة",جيد,يقع Roving Holiday Homes - City Walk 22 في دبي على بعد 3.1 كم من مول سيتي ووك، ويوفر مكان إقامة مع خدمة الواي فاي المجانية وتلفزيون بشاشة مسطحة ومطبخ.
Elite Royal Apartment - Burj Residences T5 | Diamond,"وسط مدينة دبي, دبي
– اعرض على الخارطة",ممتاز,تقع Elite Royal Apartment - Burj Residences T5 | Diamond في دبي على بعد 1.5 كم من برج خليفة وعلى بعد 1.7 كم من نافورة دبي وتتميز بمركز للياقة البدنية وحديقة وتراس، ويوفر مكان الإقامة خدمة الواي فاي...
Keysplease Holiday Homes - Burj View,"وسط مدينة دبي, دبي
– اعرض على الخارطة",,يقع Keysplease Holiday Homes - Burj View على بعد 1.4 كم من أكواريوم دبي وحديقة الحيوانات تحت الماء في دبي ويوفر مكان إقامة مع خدمة الواي فاي مجاناً، تحتوي بعض الوحدات المكيفة على شرفة ومنطقة لتناول...
One Perfect Stay - Orra Marina,"مرسى دبي‎, دبي
– اعرض على الخارطة",,توفر شقق وان بيرفيكت ستاي - أورا مارينا مكان إقامة على مسافة سير على الأقدام من دبي مارينا بير وذي دبي ترام وعلى بعد دقائق من مركز تسوق دبي مارينا وجي بي أر ودبي إنترنت أند ميديا سيتي.
New Arabian Holiday-8 Boulevard Walk,"وسط مدينة دبي, دبي
– اعرض على الخارطة",نقاط التعليقات,يقع New Arabian Holiday-8 Boulevard Walk في دبي على بعد 2.2 كم من أكواريوم دبي وحديقة الحيوانات تحت الماء ويوفر مكان إقامة مع خدمة الواي فاي مجاناً وتراس، تحتوي بعض الوحدات المكيفة على شرفة ومنطقة...
فريزر سويتس فندق شقق فندقية,"الصفوح‎, دبي
– اعرض على الخارطة",جيد جداً,يتميز فندق فريزر سويتس دبي بموقعه المرموق للغاية بجانب مدينة دبي للإنترنت ومدينة دبي للإعلام المعروفتين، وتقع شقة دبي الفندقية على ارتفاع شاهق فوق طريق الشيخ زايد، وتعتبر جزء من برج السدرة، وتوفر...
بالاس وسط المدينة,"وسط مدينة دبي, دبي
– اعرض على الخارطة",ممتاز,يقع بالاس وسط المدينة في مبنى تقليدي فاخر ويطل على نافورة دبي والبحيرة المجاورة لبرج خليفة، ويتميز بسبا مصمم على الطراز العربي وجيم مع مدرب شخصي.
فندق كوزموبولتان دبي - البرشاء,"البرشاء‎, دبي 
– اعرض على الخارطة",جيد جداً,يقع فندق كوزموبولتان دبي في حي البرشاء قبالة طريق الشيخ زايد مباشرة وعلى بعد 10 دقائق سيرًا على الأقدام من مول الإمارات ودقيقتين سيرًا على الأقدام من محطة مترو شرف دي جي، وتتوفر خدمة الواي فاي مجاناً...
"Luton Vacation Homes - Continental, Dubai Marina","مرسى دبي‎, دبي
– اعرض على الخارطة",,يقع لوتون فاكيشن هومز - كونتيننتال، دبي مارينا في دبي، على بعد 1 كم من الممشى في جميرا بيتش ريسيدينس، ويضم مسبحاً خارجياً. وتتوفر خدمة الواي فاي المجانية.
اكاس ان للشقق الفندقية,"البرشاء‎, دبي
– اعرض على الخارطة",جيد,يقع Akas-Inn Hotel Apartment ضمن حي البرشاء للأعمال التجارية، ويوفر مكان إقامة بالخدمة الذاتية مع اتصال مجاني بالواي فاي ومسبح على السطح. كما يبعد مول الإمارات مسافة قصيرة سيراً.
فندق الشمس و الرمال - داون تاون,"ديرة, دبي
– اعرض على الخارطة",نقاط التعليقات,يقع هذا الفندق في شارع الرقة الرئيسي بمنطقة ديرة. ويحتوي على مسبح على السطح و5 مناطق طعام والعديد من مرافق السبا، بما في ذلك حمام تركي. كما يوفر خدمة الواي فاي المجانية.
حياة بليس دبي ساحة بني ياس,"ديرة, دبي
– اعرض على الخارطة",جيد جداً,يقع حياة بليس دبي/ساحة بني ياس بموقع ملائم في منطقة ساحة الناصر-دبي التاريخية، على الجانب الشرقي لخور دبي، حيث يشتهر بسهولة الوصول إليه وبما يقدمه من خبرات فردية غنية وواسعة لكل من رجال الأعمال...
فندق آسيانا دبي,"ديرة, دبى
– اعرض على الخارطة",جيد جداً,يقع مكان الإقامة الأنيق ذو الـ5 نجوم بجوار الريف مول ويتميز بمكان عصري في قلب منطقة الديرة، كما يوفر مسبح خارجي وسبا ونادي صحي.
"R&H - 1BR, JLT, Metro, Dining, Vibrant Community","أبراج بحيرة جميرا, دبي
– اعرض على الخارطة",,"يعتبر R&H - 1BR, JLT, Metro, Dining, Vibrant Community مكان إقامة يقع في دبي على بعد 6 كم من الممشى في جميرا بيتش ريسيدينس وعلى بعد 8 كم من معبد Gurunanak Darbar Sikh ويوفر إطلالات على البحيرة، تقع..."
Elite Royal Apartment,"وسط مدينة دبي, دبي
– اعرض على الخارطة",رائع,تتميز شقة Elite Royal بتصميم فني فاخر، وتوفر إطلالة كاملة مباشرة على برج خليفة ونافورة الرقص من غرفة المعيشة والشرفة وغرفة النوم الرئيسية، وتقع بجوار أكبر مول في العالم مباشرةً، وتبعُد مسافة 15 دقيقة...
وأن بيرفكت ستاي - رويال أسينك تور,"جميرا بيتش ريسيدينس, دبي
– اعرض على الخارطة",نقاط التعليقات,يقع One Perfect Stay - Royal Oceanic Tower in Dubai على بعد 1.4 كم من الممشى في جميرا بيتش ريسيدينس، ويضم أماكن إقامة مكيفة الهواء مع خدمة الواي فاي المجانية، بالإضافة إلى إمكانية استخدام مسبح خارجي.
فندق بانوراما جراند,"بر دبي, دبي
– اعرض على الخارطة",نقاط التعليقات,يقدم Panorama Grand غرفاً مكيفة الهواء، على بعد دقيقتين فقط من بازار مينا ومركز برجمان للتسوق. يحتوي اللوبي على مكتب استقبال عامل على مدار 24 ساعة ومصعد والكثير من المقاعد.
Grand Square Hotel,"ديرة, دبي
– اعرض على الخارطة",جيد,يقع فندق غراند سكوير على بعد 5 دقائق فقط سيرًا على الأقدام من مركز الغرير للتسوق، ويقدم غرفًا مكيفة الهواء. ويضم مقهى. وتقع محطة مترو بني ياس سكوير على مسافة 5 دقائق سيرًا على الأقدام.
شقق هوم تو هوم,"تيكوم, دبي
– اعرض على الخارطة",جيد,تقع شقق Home To Home الفندقية في تيكوم، وتشتمل على مسبح في الهواء الطلق وجيم، وتوفر هذه الشقق ذات الخدمة الذاتية خدمة الواي فاي، وتقع على بعد 4 كم من مَرسَى دبي الذي يضم عددًا من المطاعم والمقاهي.
Jacob's Garden Hotel,"بر دبي, دبي
– اعرض على الخارطة",ممتاز,يوفر Jacob's Garden Hotel خدمة الواي فاي المجانية وغرف مع تكييف الهواء في دبي، ويضم مكان الإقامة مطعمًا ومركزًا للياقة البدنية، فضلاً عن حوض استحمام ساخن وساونا.
Express Holiday Homes - Burj Al Nujoom,"وسط مدينة دبي, دبي
– اعرض على الخارطة",نقاط التعليقات,يقع Express Holiday Homes - Burj Al Nujoom على بعد 1.4 كم من أكواريوم دبي وحديقة الحيوانات تحت الماء ويوفر مكان إقامة في وسط دبي مباشرة، كما تحتوي هذه الشقة على مسبح خاص.
Modern + Light 2BR in Dubai Marina w/ Sea Views!,"مرسى دبي‎, دبي
– اعرض على الخارطة",جيد جداً,Modern + Light 2BR in Dubai Marina w/Sea Views! يوفر مكان إقامة في دبي على بعد 3.1 كم من الممشى في جميرا بيتش ريسيدينس وعلى بعد 8 كم من برج برج العرب، يمكن للضيوف المقيمين في هذه الشقة استخدام خدمة...
فندق دبي بالم,"ديرة, دبي
– اعرض على الخارطة",نقاط التعليقات,يقع فندق نخيل دبي في شارع المتينة، في قلب حي التسوق بدبي، ويضم مطعمان و5 ملاهي ليلية.
Westminster Dubai Mall,"وسط مدينة دبي, دبي
– اعرض على الخارطة",جيد جداً,يقع ويستمينستر دبي مول في دبي، ويوفر مكان إقامة مع منفذ إلى حديقة، وتتوفر خدمة واي فاي مجانية.
